week,week_start_date,market,brand,keyword,flavor,search_volume,relative_index,yoy_change_pct,is_anomaly_week,anomaly_type
2025-W03,2025-01-22,India,Lay's,lays american cream onion,american cream onion,32929,1.135,5.0,False,
2025-W03,2025-01-22,India,Lay's,lays spanish tomato tango,spanish tomato tango,22232,1.011,-11.4,False,
2025-W03,2025-01-22,India,Lay's,lays max peri peri,max peri peri,22167,1.232,25.2,False,
2025-W03,2025-01-22,India,Lay's,buy lays online,buy  online,32894,1.061,7.6,False,
2025-W03,2025-01-22,India,Lay's,lays price,price,31464,1.124,8.6,False,
2025-W03,2025-01-22,India,Pringles,pringles chips,chips,49473,1.302,18.0,False,
2025-W03,2025-01-22,India,Pringles,pringles original,original,24702,1.123,7.9,False,
2025-W03,2025-01-22,India,Pringles,pringles sour cream onion,sour cream onion,18952,1.053,17.4,False,
2025-W03,2025-01-22,India,Pringles,pringles price india,price india,18591,1.162,22.8,False,
2025-W03,2025-01-22,India,Pringles,pringles cheddar,cheddar,12798,1.163,20.2,False,
2025-W03,2025-01-22,India,Doritos,doritos nacho cheese,nacho cheese,33641,1.16,6.8,False,
2025-W03,2025-01-22,India,Doritos,doritos cool ranch,cool ranch,17078,1.005,7.3,False,
2025-W03,2025-01-22,India,Doritos,doritos flamin hot,flamin hot,23468,1.118,14.6,False,
2025-W03,2025-01-22,India,Doritos,doritos sweet chili,sweet chili,11979,0.998,4.3,False,
2025-W03,2025-01-22,India,Doritos,doritos controversy,controversy,1793,0.448,2.4,False,
2025-W03,2025-01-22,India,category,best chips brand india,best chips brand india,62278,1.297,12.7,False,
2025-W03,2025-01-22,India,category,healthy snacks india,healthy snacks india,78537,1.106,18.3,False,
2025-W03,2025-01-22,India,category,chips on offer today,chips on offer today,49149,1.26,26.6,False,
2025-W03,2025-01-22,India,category,snacks for ipl party,snacks for ipl party,27776,1.263,9.0,False,
2025-W03,2025-01-22,US,Lay's,lays chips,chips,83148,1.223,34.7,False,
2025-W03,2025-01-22,US,Lay's,lays classic,classic,79612,1.447,23.9,False,
2025-W03,2025-01-22,US,Lay's,lays sour cream onion,sour cream onion,39395,1.358,19.4,False,
2025-W03,2025-01-22,US,Lay's,lays baked,baked,28489,1.187,-3.1,False,
2025-W03,2025-01-22,US,Lay's,lays chile limon,chile limon,24279,1.278,17.2,False,
2025-W03,2025-01-22,US,Lay's,buy lays bulk,buy  bulk,20360,1.131,19.4,False,
2025-W03,2025-01-22,US,Pringles,pringles chips,chips,75653,1.22,8.8,False,
2025-W03,2025-01-22,US,Pringles,pringles sour cream,sour cream,42494,1.25,6.1,False,
2025-W03,2025-01-22,US,Pringles,pringles original,original,40706,1.454,17.0,False,
2025-W03,2025-01-22,US,Pringles,pringles bbq,bbq,28633,1.363,19.5,False,
2025-W03,2025-01-22,US,Pringles,pringles price drop,price drop,15923,1.448,24.6,False,
2025-W03,2025-01-22,US,Doritos,doritos nacho cheese,nacho cheese,73832,1.273,0.8,False,
2025-W03,2025-01-22,US,Doritos,doritos cool ranch,cool ranch,62462,1.301,-2.4,False,
2025-W03,2025-01-22,US,Doritos,doritos flamin hot,flamin hot,48905,1.164,13.0,False,
2025-W03,2025-01-22,US,Doritos,doritos spicy nacho,spicy nacho,38258,1.234,5.3,False,
2025-W03,2025-01-22,US,Doritos,doritos controversy,controversy,3722,0.465,11.8,False,
2025-W03,2025-01-22,US,category,best chips brand,best chips brand,56449,1.086,8.9,False,
2025-W03,2025-01-22,US,category,healthy chip snacks,healthy chip snacks,97374,1.107,8.5,False,
2025-W03,2025-01-22,US,category,chips on sale near me,chips on sale near me,91091,1.446,-13.5,False,
2025-W03,2025-01-22,US,category,super bowl snack ideas,super bowl snack ideas,53847,1.224,30.3,False,
2025-W04,2025-01-29,India,Lay's,lays chips,chips,107881,1.458,-3.3,True,external
2025-W04,2025-01-29,India,Lay's,lays magic masala,magic masala,60399,1.184,23.3,True,external
2025-W04,2025-01-29,India,Lay's,lays classic salted,classic salted,44072,1.16,15.4,True,external
2025-W04,2025-01-29,India,Lay's,lays american cream onion,american cream onion,33689,1.162,23.9,True,external
2025-W04,2025-01-29,India,Lay's,lays spanish tomato tango,spanish tomato tango,26916,1.223,14.4,True,external
2025-W04,2025-01-29,India,Lay's,lays max peri peri,max peri peri,25378,1.41,-3.8,True,external
2025-W04,2025-01-29,India,Lay's,buy lays online,buy  online,37744,1.218,-25.8,True,external
2025-W04,2025-01-29,India,Lay's,lays price,price,32785,1.171,17.8,True,external
2025-W04,2025-01-29,India,Pringles,pringles chips,chips,47287,1.244,-4.3,True,external
2025-W04,2025-01-29,India,Pringles,pringles original,original,26174,1.19,1.7,True,external
2025-W04,2025-01-29,India,Pringles,pringles sour cream onion,sour cream onion,23011,1.278,8.1,True,external
2025-W04,2025-01-29,India,Pringles,pringles price india,price india,20961,1.31,10.0,True,external
2025-W04,2025-01-29,India,Pringles,pringles cheddar,cheddar,13828,1.257,12.7,True,external
2025-W04,2025-01-29,India,Doritos,doritos nacho cheese,nacho cheese,37543,1.295,22.9,True,external
2025-W04,2025-01-29,India,Doritos,doritos cool ranch,cool ranch,20948,1.232,18.2,True,external
2025-W04,2025-01-29,India,Doritos,doritos flamin hot,flamin hot,24895,1.185,-3.1,True,external
2025-W04,2025-01-29,India,Doritos,doritos sweet chili,sweet chili,14012,1.168,-9.2,True,external
2025-W04,2025-01-29,India,Doritos,doritos controversy,controversy,2106,0.526,25.7,True,external
2025-W04,2025-01-29,India,category,best chips brand india,best chips brand india,69429,1.446,14.9,True,external
2025-W04,2025-01-29,India,category,healthy snacks india,healthy snacks india,83562,1.177,-6.7,True,external
2025-W04,2025-01-29,India,category,chips on offer today,chips on offer today,52292,1.341,-5.8,True,external
2025-W04,2025-01-29,India,category,snacks for ipl party,snacks for ipl party,27243,1.238,18.0,True,external
2025-W04,2025-01-29,US,Lay's,lays chips,chips,91226,1.342,-8.9,True,external
2025-W04,2025-01-29,US,Lay's,lays classic,classic,61861,1.125,-0.4,True,external
2025-W04,2025-01-29,US,Lay's,lays sour cream onion,sour cream onion,38699,1.334,27.8,True,external
2025-W04,2025-01-29,US,Lay's,lays baked,baked,29348,1.223,23.3,True,external
2025-W04,2025-01-29,US,Lay's,lays chile limon,chile limon,22826,1.201,2.6,True,external
2025-W04,2025-01-29,US,Lay's,buy lays bulk,buy  bulk,22600,1.256,12.6,True,external
2025-W04,2025-01-29,US,Pringles,pringles chips,chips,64490,1.04,10.1,True,external
2025-W04,2025-01-29,US,Pringles,pringles sour cream,sour cream,40269,1.184,18.0,True,external
2025-W04,2025-01-29,US,Pringles,pringles original,original,29517,1.054,9.6,True,external
2025-W04,2025-01-29,US,Pringles,pringles bbq,bbq,23112,1.101,7.6,True,external
2025-W04,2025-01-29,US,Pringles,pringles price drop,price drop,13780,1.253,16.8,True,external
2025-W04,2025-01-29,US,Doritos,doritos nacho cheese,nacho cheese,70426,1.214,7.3,True,external
2025-W04,2025-01-29,US,Doritos,doritos cool ranch,cool ranch,64222,1.338,0.3,True,external
2025-W04,2025-01-29,US,Doritos,doritos flamin hot,flamin hot,51705,1.231,15.8,True,external
2025-W04,2025-01-29,US,Doritos,doritos spicy nacho,spicy nacho,33097,1.068,12.0,True,external
2025-W04,2025-01-29,US,Doritos,doritos controversy,controversy,2518,0.315,16.1,True,external
2025-W04,2025-01-29,US,category,best chips brand,best chips brand,54284,1.044,16.7,True,external
2025-W04,2025-01-29,US,category,healthy chip snacks,healthy chip snacks,119138,1.354,-3.3,True,external
2025-W04,2025-01-29,US,category,chips on sale near me,chips on sale near me,69335,1.101,4.9,True,external
2025-W04,2025-01-29,US,category,super bowl snack ideas,super bowl snack ideas,58974,1.34,32.5,True,external
2025-W05,2025-02-05,India,Lay's,lays chips,chips,99155,1.34,6.5,False,
2025-W05,2025-02-05,India,Lay's,lays magic masala,magic masala,61037,1.197,-10.3,False,
2025-W05,2025-02-05,India,Lay's,lays classic salted,classic salted,48171,1.268,9.2,False,
2025-W05,2025-02-05,India,Lay's,lays american cream onion,american cream onion,36453,1.257,16.1,False,
2025-W05,2025-02-05,India,Lay's,lays spanish tomato tango,spanish tomato tango,32788,1.49,-13.8,False,
2025-W05,2025-02-05,India,Lay's,lays max peri peri,max peri peri,23880,1.327,-4.9,False,
2025-W05,2025-02-05,India,Lay's,buy lays online,buy  online,43088,1.39,7.4,False,
2025-W05,2025-02-05,India,Lay's,lays price,price,39402,1.407,3.0,False,
2025-W05,2025-02-05,India,Pringles,pringles chips,chips,48356,1.273,-1.8,False,
2025-W05,2025-02-05,India,Pringles,pringles original,original,33373,1.517,28.6,False,
2025-W05,2025-02-05,India,Pringles,pringles sour cream onion,sour cream onion,23832,1.324,15.1,False,
2025-W05,2025-02-05,India,Pringles,pringles price india,price india,21056,1.316,-5.1,False,
2025-W05,2025-02-05,India,Pringles,pringles cheddar,cheddar,17045,1.55,-1.9,False,
2025-W05,2025-02-05,India,Doritos,doritos nacho cheese,nacho cheese,38674,1.334,-6.9,False,
2025-W05,2025-02-05,India,Doritos,doritos cool ranch,cool ranch,22173,1.304,-8.6,False,
2025-W05,2025-02-05,India,Doritos,doritos flamin hot,flamin hot,25807,1.229,15.3,False,
2025-W05,2025-02-05,India,Doritos,doritos sweet chili,sweet chili,13944,1.162,-5.1,False,
2025-W05,2025-02-05,India,Doritos,doritos controversy,controversy,1464,0.366,0.5,False,
2025-W05,2025-02-05,India,category,best chips brand india,best chips brand india,58163,1.212,21.7,False,
2025-W05,2025-02-05,India,category,healthy snacks india,healthy snacks india,104131,1.467,-7.4,False,
2025-W05,2025-02-05,India,category,chips on offer today,chips on offer today,54799,1.405,6.0,False,
2025-W05,2025-02-05,India,category,snacks for ipl party,snacks for ipl party,30854,1.402,-9.1,False,
2025-W05,2025-02-05,US,Lay's,lays chips,chips,68027,1.0,17.7,False,
2025-W05,2025-02-05,US,Lay's,lays classic,classic,69575,1.265,-4.8,False,
2025-W05,2025-02-05,US,Lay's,lays sour cream onion,sour cream onion,32718,1.128,-0.9,False,
2025-W05,2025-02-05,US,Lay's,lays baked,baked,30473,1.27,2.7,False,
2025-W05,2025-02-05,US,Lay's,lays chile limon,chile limon,24352,1.282,11.9,False,
2025-W05,2025-02-05,US,Lay's,buy lays bulk,buy  bulk,18790,1.044,0.5,False,
2025-W05,2025-02-05,US,Pringles,pringles chips,chips,63235,1.02,20.5,False,
2025-W05,2025-02-05,US,Pringles,pringles sour cream,sour cream,45228,1.33,0.1,False,
2025-W05,2025-02-05,US,Pringles,pringles original,original,29250,1.045,30.7,False,
2025-W05,2025-02-05,US,Pringles,pringles bbq,bbq,21404,1.019,9.3,False,
2025-W05,2025-02-05,US,Pringles,pringles price drop,price drop,14419,1.311,8.7,False,
2025-W05,2025-02-05,US,Doritos,doritos nacho cheese,nacho cheese,67857,1.17,-1.2,False,
2025-W05,2025-02-05,US,Doritos,doritos cool ranch,cool ranch,53441,1.113,2.8,False,
2025-W05,2025-02-05,US,Doritos,doritos flamin hot,flamin hot,54007,1.286,10.7,False,
2025-W05,2025-02-05,US,Doritos,doritos spicy nacho,spicy nacho,33067,1.067,9.4,False,
2025-W05,2025-02-05,US,Doritos,doritos controversy,controversy,3189,0.399,-3.8,False,
2025-W05,2025-02-05,US,category,best chips brand,best chips brand,63468,1.221,24.3,False,
2025-W05,2025-02-05,US,category,healthy chip snacks,healthy chip snacks,111763,1.27,-3.1,False,
2025-W05,2025-02-05,US,category,chips on sale near me,chips on sale near me,75837,1.204,16.2,False,
2025-W05,2025-02-05,US,category,super bowl snack ideas,super bowl snack ideas,52465,1.192,-4.7,False,
2025-W06,2025-02-12,India,Lay's,lays chips,chips,103786,1.403,33.6,False,
2025-W06,2025-02-12,India,Lay's,lays magic masala,magic masala,67988,1.333,2.4,False,
2025-W06,2025-02-12,India,Lay's,lays classic salted,classic salted,45800,1.205,16.0,False,
2025-W06,2025-02-12,India,Lay's,lays american cream onion,american cream onion,36103,1.245,-5.4,False,
2025-W06,2025-02-12,India,Lay's,lays spanish tomato tango,spanish tomato tango,28014,1.273,21.0,False,
2025-W06,2025-02-12,India,Lay's,lays max peri peri,max peri peri,22969,1.276,23.2,False,
2025-W06,2025-02-12,India,Lay's,buy lays online,buy  online,45442,1.466,-8.3,False,
2025-W06,2025-02-12,India,Lay's,lays price,price,37004,1.322,12.6,False,
2025-W06,2025-02-12,India,Pringles,pringles chips,chips,45262,1.191,16.1,False,
2025-W06,2025-02-12,India,Pringles,pringles original,original,33094,1.504,2.0,False,
2025-W06,2025-02-12,India,Pringles,pringles sour cream onion,sour cream onion,28335,1.574,-8.2,False,
2025-W06,2025-02-12,India,Pringles,pringles price india,price india,20379,1.274,6.2,False,
2025-W06,2025-02-12,India,Pringles,pringles cheddar,cheddar,14355,1.305,1.5,False,
2025-W06,2025-02-12,India,Doritos,doritos nacho cheese,nacho cheese,34649,1.195,12.2,False,
2025-W06,2025-02-12,India,Doritos,doritos cool ranch,cool ranch,25494,1.5,-0.6,False,
2025-W06,2025-02-12,India,Doritos,doritos flamin hot,flamin hot,29828,1.42,13.9,False,
2025-W06,2025-02-12,India,Doritos,doritos sweet chili,sweet chili,17528,1.461,24.2,False,
2025-W06,2025-02-12,India,Doritos,doritos controversy,controversy,2595,0.649,20.2,False,
2025-W06,2025-02-12,India,category,best chips brand india,best chips brand india,65883,1.373,0.1,False,
2025-W06,2025-02-12,India,category,healthy snacks india,healthy snacks india,110943,1.563,10.3,False,
2025-W06,2025-02-12,India,category,chips on offer today,chips on offer today,56452,1.447,-1.7,False,
2025-W06,2025-02-12,India,category,snacks for ipl party,snacks for ipl party,33818,1.537,4.0,False,
2025-W06,2025-02-12,US,Lay's,lays chips,chips,84046,1.236,10.6,False,
2025-W06,2025-02-12,US,Lay's,lays classic,classic,69644,1.266,15.1,False,
2025-W06,2025-02-12,US,Lay's,lays sour cream onion,sour cream onion,30383,1.048,-5.4,False,
2025-W06,2025-02-12,US,Lay's,lays baked,baked,25574,1.066,-5.9,False,
2025-W06,2025-02-12,US,Lay's,lays chile limon,chile limon,19308,1.016,1.7,False,
2025-W06,2025-02-12,US,Lay's,buy lays bulk,buy  bulk,22274,1.237,-10.1,False,
2025-W06,2025-02-12,US,Pringles,pringles chips,chips,67641,1.091,5.6,False,
2025-W06,2025-02-12,US,Pringles,pringles sour cream,sour cream,41732,1.227,4.6,False,
2025-W06,2025-02-12,US,Pringles,pringles original,original,28830,1.03,2.7,False,
2025-W06,2025-02-12,US,Pringles,pringles bbq,bbq,27077,1.289,-21.1,False,
2025-W06,2025-02-12,US,Pringles,pringles price drop,price drop,13299,1.209,-8.4,False,
2025-W06,2025-02-12,US,Doritos,doritos nacho cheese,nacho cheese,66662,1.149,3.4,False,
2025-W06,2025-02-12,US,Doritos,doritos cool ranch,cool ranch,62422,1.3,1.3,False,
2025-W06,2025-02-12,US,Doritos,doritos flamin hot,flamin hot,51626,1.229,28.2,False,
2025-W06,2025-02-12,US,Doritos,doritos spicy nacho,spicy nacho,40181,1.296,-5.8,False,
2025-W06,2025-02-12,US,Doritos,doritos controversy,controversy,4600,0.575,6.7,False,
2025-W06,2025-02-12,US,category,best chips brand,best chips brand,66359,1.276,24.8,False,
2025-W06,2025-02-12,US,category,healthy chip snacks,healthy chip snacks,94413,1.073,10.2,False,
2025-W06,2025-02-12,US,category,chips on sale near me,chips on sale near me,72465,1.15,9.2,False,
2025-W06,2025-02-12,US,category,super bowl snack ideas,super bowl snack ideas,49526,1.126,30.1,False,
2025-W07,2025-02-19,India,Lay's,lays chips,chips,95398,1.289,15.3,False,
2025-W07,2025-02-19,India,Lay's,lays magic masala,magic masala,66666,1.307,-5.6,False,
2025-W07,2025-02-19,India,Lay's,lays classic salted,classic salted,48461,1.275,-2.7,False,
2025-W07,2025-02-19,India,Lay's,lays american cream onion,american cream onion,39771,1.371,27.7,False,
2025-W07,2025-02-19,India,Lay's,lays spanish tomato tango,spanish tomato tango,26364,1.198,13.1,False,
2025-W07,2025-02-19,India,Lay's,lays max peri peri,max peri peri,27571,1.532,22.5,False,
2025-W07,2025-02-19,India,Lay's,buy lays online,buy  online,36249,1.169,9.0,False,
2025-W07,2025-02-19,India,Lay's,lays price,price,36127,1.29,2.2,False,
2025-W07,2025-02-19,India,Pringles,pringles chips,chips,46068,1.212,11.3,False,
2025-W07,2025-02-19,India,Pringles,pringles original,original,30285,1.377,-21.9,False,
2025-W07,2025-02-19,India,Pringles,pringles sour cream onion,sour cream onion,21799,1.211,4.7,False,
2025-W07,2025-02-19,India,Pringles,pringles price india,price india,18385,1.149,25.1,False,
2025-W07,2025-02-19,India,Pringles,pringles cheddar,cheddar,14097,1.282,3.7,False,
2025-W07,2025-02-19,India,Doritos,doritos nacho cheese,nacho cheese,33189,1.144,-27.7,False,
2025-W07,2025-02-19,India,Doritos,doritos cool ranch,cool ranch,20798,1.223,13.8,False,
2025-W07,2025-02-19,India,Doritos,doritos flamin hot,flamin hot,32473,1.546,4.8,False,
2025-W07,2025-02-19,India,Doritos,doritos sweet chili,sweet chili,16296,1.358,-2.7,False,
2025-W07,2025-02-19,India,Doritos,doritos controversy,controversy,1583,0.396,5.6,False,
2025-W07,2025-02-19,India,category,best chips brand india,best chips brand india,63809,1.329,18.4,False,
2025-W07,2025-02-19,India,category,healthy snacks india,healthy snacks india,95526,1.345,-12.0,False,
2025-W07,2025-02-19,India,category,chips on offer today,chips on offer today,59301,1.521,24.1,False,
2025-W07,2025-02-19,India,category,snacks for ipl party,snacks for ipl party,25887,1.177,14.9,False,
2025-W07,2025-02-19,US,Lay's,lays chips,chips,86882,1.278,3.0,False,
2025-W07,2025-02-19,US,Lay's,lays classic,classic,72575,1.32,-2.5,False,
2025-W07,2025-02-19,US,Lay's,lays sour cream onion,sour cream onion,39946,1.377,29.2,False,
2025-W07,2025-02-19,US,Lay's,lays baked,baked,24634,1.026,-15.9,False,
2025-W07,2025-02-19,US,Lay's,lays chile limon,chile limon,23379,1.23,15.3,False,
2025-W07,2025-02-19,US,Lay's,buy lays bulk,buy  bulk,24519,1.362,-5.3,False,
2025-W07,2025-02-19,US,Pringles,pringles chips,chips,85238,1.375,7.3,False,
2025-W07,2025-02-19,US,Pringles,pringles sour cream,sour cream,45826,1.348,6.5,False,
2025-W07,2025-02-19,US,Pringles,pringles original,original,32282,1.153,8.5,False,
2025-W07,2025-02-19,US,Pringles,pringles bbq,bbq,22670,1.08,15.0,False,
2025-W07,2025-02-19,US,Pringles,pringles price drop,price drop,12816,1.165,-3.7,False,
2025-W07,2025-02-19,US,Doritos,doritos nacho cheese,nacho cheese,66485,1.146,-6.7,False,
2025-W07,2025-02-19,US,Doritos,doritos cool ranch,cool ranch,56748,1.182,6.6,False,
2025-W07,2025-02-19,US,Doritos,doritos flamin hot,flamin hot,57206,1.362,21.2,False,
2025-W07,2025-02-19,US,Doritos,doritos spicy nacho,spicy nacho,34552,1.115,5.5,False,
2025-W07,2025-02-19,US,Doritos,doritos controversy,controversy,4004,0.5,29.0,False,
2025-W07,2025-02-19,US,category,best chips brand,best chips brand,55669,1.071,10.5,False,
2025-W07,2025-02-19,US,category,healthy chip snacks,healthy chip snacks,117464,1.335,6.3,False,
2025-W07,2025-02-19,US,category,chips on sale near me,chips on sale near me,70448,1.118,12.5,False,
2025-W07,2025-02-19,US,category,super bowl snack ideas,super bowl snack ideas,48970,1.113,0.9,False,
2025-W08,2025-02-26,India,Lay's,lays chips,chips,107510,1.453,5.3,False,
2025-W08,2025-02-26,India,Lay's,lays magic masala,magic masala,64504,1.265,15.1,False,
2025-W08,2025-02-26,India,Lay's,lays classic salted,classic salted,50651,1.333,1.7,False,
2025-W08,2025-02-26,India,Lay's,lays american cream onion,american cream onion,37300,1.286,18.4,False,
2025-W08,2025-02-26,India,Lay's,lays spanish tomato tango,spanish tomato tango,25476,1.158,12.8,False,
